人工智能,大学物理II-2,大学英语i,大学英语iii1,大学计算机iii,工程制图,形式语言与编译,操作系统原理i,数字逻辑电路,数学建模ii,数据库系统,数理逻辑,概率统计与随机过程,模拟电子技术基础,电路,离散数学a,程序设计基础,线性代数与解析几何,编译器设计专题实验,计算机图形学,计算机组成,计算机网络原理,软件工程,高等数学I-1,高等数学I-2
70,76,0,68,0,85,60,73,65,0,65,65,64,73,70,83,79,65,79,0,63,74,74,61,74
0,0,78,0,84,89,0,0,0,0,0,0,0,0,0,0,72,87,0,0,0,0,0,75,81
0,0,81,0,91,74,0,0,0,0,0,0,0,0,0,0,93,89,0,0,0,0,0,90,89
0,89,78,0,90,81,0,0,87,93,0,0,96,0,78,83,89,96,0,0,0,0,0,75,91
81,85,84,0,86,79,83,94,84,93,82,0,78,0,89,72,86,87,83,0,86,84,0,74,82
0,83,0,79,0,62,70,0,74,0,0,91,92,84,92,77,86,97,92,0,0,0,0,92,80
0,83,0,0,84,68,0,0,72,94,0,0,75,0,75,86,91,87,0,0,0,0,0,81,73
0,89,74,0,72,85,65,92,78,93,75,0,87,0,91,83,73,71,70,0,78,75,0,78,84
0,91,78,0,84,80,0,0,69,91,0,0,71,0,77,81,77,93,0,0,0,0,0,89,79
81,0,75,0,80,81,89,86,87,82,86,0,82,0,74,80,69,75,89,87,80,82,0,81,71
62,0,67,0,85,88,64,60,69,86,71,0,60,0,90,66,89,73,70,84,62,73,0,85,77
0,0,0,0,88,81,0,0,84,95,0,0,95,0,89,95,84,99,0,0,0,0,0,87,90
97,86,0,79,0,92,80,92,94,98,86,94,86,98,90,91,89,90,89,0,92,93,85,89,89
84,86,0,80,0,79,82,86,87,98,76,89,85,93,85,85,77,0,84,92,69,89,80,79,79
51,74,0,0,0,78,47,60,47,90,60,0,45,49,60,63,66,0,0,0,55,60,60,67,49
90,89,85,0,84,91,79,88,85,88,85,0,79,0,75,92,60,84,83,0,83,92,0,74,78
90,76,0,0,0,94,81,88,86,0,78,79,66,87,77,72,87,82,96,93,85,67,77,80,77
96,91,83,0,92,88,85,96,94,0,88,0,92,0,88,97,70,96,89,0,94,98,0,90,88
88,78,0,0,0,0,73,85,87,98,81,0,87,93,86,85,99,80,71,94,86,87,81,0,0
0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,98,96
0,92,0,0,0,0,0,0,0,93,0,0,86,0,97,94,97,95,0,0,0,0,0,96,92
93,96,75,0,85,91,0,88,67,88,88,0,83,0,92,91,79,94,82,0,82,83,0,89,87
95,94,0,81,0,88,82,94,85,91,79,0,93,97,87,86,96,96,79,78,94,90,92,97,92
0,91,0,83,0,96,74,87,80,0,88,82,76,83,88,84,81,90,78,85,75,80,78,84,87
63,63,0,0,0,0,46,54,61,66,70,0,52,0,49,60,0,61,82,0,42,49,0,72,50
87,82,69,0,78,70,75,86,84,92,83,0,82,0,83,80,93,76,74,0,87,82,0,79,80
65,75,0,81,0,80,60,85,69,0,70,71,62,77,61,63,74,63,76,75,66,61,77,61,69
84,89,0,0,88,87,84,92,82,94,87,0,84,0,91,87,96,90,86,0,89,85,0,89,89
0,82,79,0,0,0,0,0,78,91,0,0,82,0,76,83,0,93,0,0,0,0,0,83,86
60,69,67,59,0,61,72,63,63,93,70,85,63,68,63,67,61,60,67,79,60,60,60,80,85
61,73,0,82,0,61,61,73,85,67,63,0,61,60,60,63,75,69,80,65,60,60,68,60,71
84,85,0,75,0,76,66,86,80,73,73,0,81,81,70,86,79,93,91,75,69,88,81,88,90
86,82,0,79,0,90,82,90,87,0,86,88,80,67,80,86,85,85,85,0,83,90,82,86,75
0,0,78,0,90,96,0,0,0,0,0,0,0,0,0,0,99,94,0,0,0,0,0,84,88
0,0,80,0,90,80,0,0,0,0,0,0,0,0,0,0,100,95,0,0,0,0,0,94,84
0,69,0,82,0,67,68,85,86,0,72,80,65,60,72,72,80,64,78,89,69,73,79,71,62
96,73,0,74,0,82,67,87,78,0,78,90,86,87,92,80,89,88,78,0,85,80,91,90,71
0,87,78,0,81,90,86,90,86,71,79,0,79,0,94,81,80,80,75,0,88,87,0,69,89
91,0,0,0,0,87,77,94,83,0,78,92,81,97,81,71,86,86,80,90,84,89,87,83,90
75,73,0,77,0,70,67,76,71,0,71,81,81,72,76,72,83,81,87,87,85,69,76,67,69
0,94,0,76,0,77,79,87,83,0,79,0,81,71,91,75,96,100,89,76,60,86,77,86,97
69,74,0,76,0,66,62,67,63,90,77,72,76,84,61,82,87,88,80,88,77,67,72,87,90
84,80,84,0,81,78,75,81,65,92,80,0,66,0,71,78,85,80,82,0,75,85,0,76,64
0,0,76,0,80,90,0,0,0,0,0,0,0,0,0,0,70,72,0,0,0,0,0,76,61
0,87,0,85,0,67,65,88,60,81,70,75,80,88,90,73,66,87,88,80,73,69,74,90,90
97,97,0,0,0,92,91,87,82,0,77,92,91,96,82,96,93,94,71,92,87,83,93,94,94
0,80,79,0,88,86,87,73,69,0,77,0,73,0,84,85,95,80,77,0,69,77,0,80,70
80,77,0,86,0,72,71,85,83,0,74,86,83,81,87,72,92,85,85,0,85,71,81,80,72
92,95,79,0,86,94,93,90,87,88,90,0,95,0,93,97,93,95,84,0,89,91,0,84,98
90,84,0,0,85,89,70,90,69,86,81,0,72,0,69,79,85,90,74,91,90,93,0,84,82
0,0,0,0,88,84,0,0,0,0,0,0,0,0,0,0,100,96,0,0,0,0,0,88,88
0,84,83,0,74,75,0,0,92,87,0,0,85,0,73,88,95,94,0,0,0,0,0,77,79
0,0,82,0,82,84,0,0,0,0,0,0,0,0,0,0,91,93,0,0,0,0,0,96,88
96,81,0,77,0,84,78,94,88,0,85,98,91,96,95,94,83,90,92,0,90,94,94,87,83
67,0,71,0,85,93,84,67,82,80,83,0,74,0,90,91,96,89,94,90,62,66,0,86,81
88,85,81,0,82,80,83,86,93,92,88,0,81,0,92,84,81,84,88,81,83,82,0,83,84
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,97,96
0,89,81,0,83,77,0,0,86,93,0,0,82,0,86,90,92,81,0,0,0,0,0,72,66
78,86,0,79,0,91,65,78,80,0,76,91,90,79,93,77,80,84,77,90,79,77,85,80,77
0,76,69,0,77,94,64,79,61,84,60,0,78,0,68,63,92,71,86,0,72,60,0,80,64
0,90,0,0,94,93,0,0,89,0,0,0,93,0,89,92,97,99,0,0,0,0,0,91,90
0,0,80,0,77,85,0,0,0,0,0,0,0,0,0,0,88,76,0,0,0,0,0,83,67
60,89,0,72,0,80,82,86,88,0,60,87,71,78,88,86,80,72,83,0,60,78,83,66,76
92,95,0,87,0,94,80,87,86,0,81,85,98,93,99,83,92,97,83,99,92,88,92,96,91
0,90,77,0,85,68,79,87,74,89,83,0,74,0,85,85,83,76,83,77,80,87,0,72,69
81,74,0,68,0,66,74,83,78,0,78,78,76,65,83,92,86,87,85,82,69,77,78,78,90
74,60,0,80,0,70,60,71,60,0,62,81,75,60,62,78,88,60,77,92,63,69,72,71,60
0,89,0,80,0,68,79,94,80,100,77,89,89,98,97,88,84,92,82,81,76,87,86,95,91
0,0,75,0,64,60,0,0,0,0,0,0,0,0,0,0,72,85,0,0,0,0,0,78,53
0,75,0,73,0,94,83,89,85,97,79,93,72,84,82,82,89,90,82,92,77,85,81,80,84
91,88,81,0,72,88,72,78,65,89,78,0,75,0,92,74,94,83,76,79,68,69,0,90,91
0,71,0,0,84,80,0,0,74,0,0,0,84,0,71,82,90,90,0,0,0,0,0,69,74
0,82,0,76,0,83,74,78,69,0,72,0,71,67,75,78,93,82,83,81,62,68,85,91,93
79,85,0,87,0,92,78,80,66,84,73,0,92,64,65,63,95,89,84,93,88,78,76,89,84
0,73,81,0,90,84,0,0,54,77,0,0,42,0,62,66,86,78,0,0,0,0,0,75,66
0,0,0,0,84,87,0,0,0,0,0,0,0,0,0,0,97,88,0,0,0,0,0,86,78
70,74,0,76,0,72,60,77,68,0,60,78,73,60,79,72,83,71,76,0,60,69,77,67,78
49,88,0,0,87,82,72,66,61,82,60,0,88,0,60,92,99,70,6,0,60,61,0,83,76
0,87,0,0,0,0,68,0,0,0,0,0,71,0,95,79,0,81,0,0,0,0,0,0,0
86,65,88,0,73,93,78,85,61,89,76,0,60,0,76,72,80,75,70,0,66,79,0,74,62
84,0,86,0,75,88,81,88,87,87,86,0,87,0,83,90,77,90,89,97,85,86,0,87,90
0,0,72,0,65,62,0,0,0,0,0,0,0,0,0,0,57,62,0,0,0,0,0,77,65
93,85,0,85,0,78,89,91,86,0,88,84,91,86,88,82,91,83,90,90,95,90,87,78,71
92,92,0,80,0,0,90,97,95,97,83,94,88,98,95,92,98,88,83,90,88,86,86,0,0
81,0,0,0,0,0,0,74,0,0,67,0,0,0,61,0,0,0,0,63,83,73,71,0,0
60,84,76,0,87,75,68,71,77,84,60,0,79,0,95,86,89,86,75,60,70,72,0,82,93
87,86,0,63,0,84,83,91,93,0,89,0,90,76,97,94,95,95,87,86,99,92,83,89,97
0,90,80,0,86,84,0,0,79,0,0,0,93,0,86,90,89,88,0,0,0,0,0,89,90
85,88,0,73,0,85,81,90,73,0,90,90,85,94,94,94,92,84,83,0,87,88,87,68,87
0,70,0,69,0,81,60,60,67,0,61,61,61,77,78,61,69,73,80,61,60,60,65,67,67
96,92,0,80,0,0,72,91,90,99,84,83,73,96,89,84,86,0,87,97,82,84,92,0,0
0,92,83,0,86,92,0,0,76,92,0,0,82,0,75,91,92,93,0,0,0,0,0,86,75
0,0,89,0,92,96,0,0,92,94,0,0,96,0,97,95,92,99,0,0,0,0,0,95,96
0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,97,93
88,86,0,0,0,78,83,93,89,0,90,0,84,67,91,90,95,87,86,93,89,87,73,84,74
92,94,86,0,93,95,66,75,81,0,73,0,86,0,89,92,99,82,74,85,80,75,0,85,86
0,85,73,0,0,0,0,0,73,0,0,0,79,0,80,75,100,93,0,0,0,0,0,81,78
77,84,0,82,0,74,84,83,77,87,75,91,82,84,80,83,0,67,87,85,80,82,84,0,0
81,76,0,77,0,85,70,79,80,0,78,84,80,81,77,72,92,69,85,91,90,80,75,72,69
90,89,75,0,79,78,64,94,75,0,82,0,82,0,88,81,83,82,77,85,80,92,0,88,80
0,0,0,0,80,84,0,0,0,0,0,0,0,0,0,0,100,97,0,0,0,0,0,87,76
98,90,0,70,0,90,90,85,93,0,85,88,85,89,90,98,94,94,88,97,90,94,79,81,88
75,63,79,0,85,90,86,71,62,0,75,0,70,0,70,81,78,68,82,71,47,60,0,74,78
78,79,84,0,93,89,89,85,92,0,84,0,82,0,90,83,90,93,83,93,81,85,0,73,76
0,0,0,0,0,0,66,82,63,69,60,66,0,64,60,0,0,0,68,64,70,85,62,0,74
95,92,0,81,0,82,79,89,78,0,88,88,89,96,86,83,92,85,80,80,89,77,77,83,86
0,0,81,0,87,90,0,0,0,0,0,0,0,0,0,0,97,94,0,0,0,0,0,86,80
0,88,82,0,80,83,0,0,78,89,0,0,73,0,79,78,64,91,0,0,0,0,0,78,70
0,90,74,0,74,69,69,77,61,88,70,0,60,0,86,71,62,84,83,0,83,61,0,74,82
0,0,76,0,78,88,0,0,0,0,0,0,0,0,0,0,99,92,0,0,0,0,0,77,91
93,96,87,0,91,93,97,91,94,95,87,0,92,0,87,96,92,94,89,97,84,95,0,89,86
0,0,74,0,89,96,0,0,0,0,0,0,0,0,0,0,93,95,0,0,0,0,0,86,79
0,81,0,0,88,96,0,0,92,90,0,0,83,0,75,91,97,92,0,0,0,0,0,81,86
35,65,0,0,0,49,21,43,62,65,66,0,61,70,60,0,0,38,82,62,60,60,62,25,15
0,95,80,0,78,88,0,0,75,88,0,0,86,0,83,90,88,94,0,0,0,0,0,79,86
0,0,74,0,71,97,0,0,0,0,0,0,0,0,0,0,81,84,0,0,0,0,0,88,82
80,80,0,80,0,68,76,77,66,88,70,85,84,86,70,85,92,89,85,74,60,70,73,87,87
61,88,0,84,0,81,70,69,63,0,76,87,96,69,80,78,98,96,85,0,71,67,73,94,86
0,82,76,0,80,80,0,0,69,90,0,0,71,0,63,81,94,76,0,0,0,0,0,71,62
0,92,75,0,81,77,0,0,71,0,0,0,72,0,87,83,95,86,0,0,0,0,0,85,88
79,81,0,76,0,0,80,89,84,0,85,87,87,86,80,74,0,91,80,0,85,85,87,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,89,94
93,95,87,0,92,95,0,94,91,95,88,0,92,0,97,91,85,81,83,94,83,85,0,91,85
0,96,0,0,83,82,0,0,87,97,0,0,92,0,96,93,88,99,0,0,0,0,0,92,92
0,0,0,0,0,0,0,0,83,0,87,0,0,0,86,0,0,0,0,0,0,90,0,0,0
0,0,0,0,79,67,0,0,0,0,0,0,0,0,0,0,88,85,0,0,0,0,0,90,75
77,66,74,0,82,63,63,69,61,84,62,0,60,0,72,72,79,81,73,0,70,61,0,73,85
93,0,82,0,0,0,94,89,91,84,92,0,96,0,96,86,96,98,94,98,91,94,0,93,90
0,83,79,0,78,60,60,73,68,0,68,0,61,0,73,71,71,76,67,71,71,60,53,87,72
0,0,0,0,0,0,0,0,76,92,68,0,0,72,67,0,0,0,0,0,0,0,60,0,0
0,82,0,82,0,71,78,84,70,96,77,87,83,80,88,84,87,97,85,80,77,81,76,94,95
0,60,77,0,78,85,73,78,71,80,80,0,60,0,71,76,85,86,80,0,69,80,0,86,71
0,68,0,0,82,77,0,0,0,84,0,0,41,0,46,60,97,82,0,0,0,0,0,45,31
97,0,0,0,0,88,87,90,98,100,87,98,91,96,85,92,78,0,92,99,79,84,90,92,92
97,84,0,81,0,75,64,91,86,96,76,89,69,88,84,80,95,0,86,85,73,80,75,90,69
0,94,74,0,73,75,0,0,76,90,0,0,93,0,85,83,95,89,0,0,0,0,0,71,74
87,0,71,0,82,83,77,96,81,88,88,0,81,0,93,90,71,84,84,0,66,83,0,77,87
85,76,0,77,0,86,74,83,69,0,71,85,75,74,75,74,91,79,73,0,85,85,72,73,70
96,92,0,0,83,88,90,89,85,93,86,0,88,0,87,87,90,89,80,96,79,91,0,81,83
92,82,82,0,83,91,91,89,91,94,90,0,82,0,88,86,80,74,81,96,85,84,0,76,66
88,90,84,0,77,76,79,78,82,78,79,0,84,0,82,69,79,84,82,0,84,70,0,81,81
92,93,73,0,0,0,83,80,79,98,78,0,79,0,89,86,97,89,84,87,81,82,0,94,93
60,96,88,0,71,77,60,76,0,74,66,0,78,0,89,0,84,61,81,26,40,73,0,67,60
0,0,83,0,85,93,0,0,0,0,0,0,0,0,0,0,100,84,0,0,0,0,0,67,74
76,0,0,0,77,0,78,0,0,0,0,0,0,0,0,0,0,0,82,0,0,64,0,0,0
0,76,0,0,81,90,0,0,63,91,0,0,75,0,79,82,87,81,0,0,0,0,0,72,77
88,92,83,0,89,72,0,76,88,0,89,0,93,0,87,87,99,89,87,93,80,76,0,79,87
15,81,0,75,0,85,60,0,76,70,65,72,32,60,64,56,90,66,74,60,0,60,69,67,61
0,85,72,0,0,0,0,0,85,95,0,0,98,0,95,95,99,91,0,0,0,0,0,82,85
75,80,0,0,91,64,79,83,82,91,76,0,67,0,81,73,80,69,89,0,71,76,0,82,70
77,76,0,79,0,70,85,73,80,0,77,0,81,86,60,72,90,85,83,93,86,70,74,76,75
35,60,89,0,62,63,50,47,61,0,61,0,15,0,40,64,60,70,69,0,42,28,0,60,31
0,0,0,0,60,78,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,69,60
0,0,0,78,0,71,72,0,68,0,0,82,0,0,0,82,90,78,80,0,0,0,0,83,91
0,98,0,0,92,86,0,0,91,90,0,0,83,0,86,94,91,85,0,0,0,0,0,83,88
79,76,74,0,93,90,90,79,88,83,86,0,78,0,81,87,91,74,77,87,71,73,0,75,72
0,0,0,70,0,78,62,69,79,0,70,0,60,83,77,78,96,85,74,84,60,73,74,86,86
83,80,0,0,0,87,63,85,80,0,77,0,90,72,93,71,0,85,85,0,86,75,80,0,0
76,92,0,82,0,83,72,87,82,0,70,87,98,95,98,80,98,85,90,0,79,74,77,88,81
0,89,83,0,0,0,0,0,89,92,0,0,93,0,88,96,94,84,0,0,0,0,0,86,87
67,89,0,85,0,88,75,74,87,99,77,90,75,91,81,89,95,0,80,92,84,65,63,82,88
74,87,0,80,0,91,85,91,87,91,68,0,79,94,86,86,97,0,90,0,84,83,67,91,86
89,82,0,0,0,73,81,92,75,0,77,82,87,85,94,76,83,62,91,90,89,91,81,72,70
0,90,78,0,80,94,0,0,76,91,0,0,75,0,84,74,84,87,0,0,0,0,0,80,71
78,75,0,79,0,76,68,87,72,83,82,0,77,71,67,78,90,92,70,79,60,90,80,84,74
0,90,0,0,0,0,0,0,90,95,0,0,95,0,82,90,96,98,0,0,0,0,0,88,95
90,0,79,0,69,73,76,83,76,0,84,0,66,0,81,89,89,76,88,0,77,81,0,75,73
76,68,85,0,93,96,60,90,69,0,65,0,60,0,85,76,95,72,72,0,77,76,0,88,87
95,92,0,79,0,0,86,87,88,0,91,94,90,94,96,94,0,92,89,0,83,81,86,0,0
95,97,0,78,0,97,89,89,86,86,86,0,85,95,93,76,83,77,80,86,97,89,88,74,90
0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0
81,81,69,0,80,77,67,70,73,89,78,0,77,0,78,89,71,88,87,77,79,67,0,78,82
78,94,88,0,89,95,93,90,85,0,85,0,89,0,89,92,99,92,88,96,79,80,0,73,87
86,83,0,69,0,80,78,75,90,97,74,85,83,87,75,81,71,87,75,84,70,76,67,83,85
0,72,0,70,0,93,77,83,78,0,78,88,91,92,91,81,76,70,86,81,88,68,78,77,71
82,86,0,80,0,67,70,87,68,0,75,0,75,70,85,70,90,83,87,86,83,77,79,82,70
0,93,0,77,0,94,84,84,89,86,74,90,88,93,90,90,95,91,83,88,96,82,73,70,82
75,91,0,74,0,98,71,78,75,0,77,90,85,94,92,85,87,96,80,77,77,74,76,98,92
85,96,0,88,0,87,80,88,94,0,84,96,93,87,92,76,84,90,87,96,92,91,86,79,86
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,83,0,84,75,82,79,0,79,0,87,91,78,89,100,98,70,88,89,84,62,88,89
87,90,0,73,0,91,78,88,76,77,71,79,83,81,91,76,84,85,80,72,86,85,80,76,77
0,90,87,0,89,0,0,0,75,94,0,0,95,0,77,86,92,95,0,0,0,0,0,76,87
0,0,79,0,84,74,0,0,0,0,0,0,0,0,0,0,89,100,0,0,0,0,0,90,89
0,0,0,0,0,60,61,65,60,62,67,61,70,61,51,60,0,0,85,63,61,65,68,65,65
0,0,0,0,76,74,0,0,76,87,0,0,89,0,79,78,90,88,0,0,0,0,0,80,76
0,66,0,73,0,72,73,81,67,0,72,0,73,62,62,69,78,81,87,61,85,76,78,72,85
0,82,86,0,76,65,66,69,70,89,71,0,63,0,75,77,68,84,75,83,74,72,0,87,75
74,64,0,82,0,66,60,76,78,0,60,82,66,79,76,74,87,74,84,0,79,77,67,70,67
0,67,74,0,87,82,58,44,80,0,0,0,73,0,66,71,94,80,0,0,22,0,0,80,80
0,20,0,62,0,58,0,0,0,0,0,69,0,0,20,20,20,32,0,0,0,0,0,20,20
0,90,76,0,83,87,0,0,81,92,0,0,89,0,84,91,96,84,0,0,0,0,0,72,80
95,0,0,0,83,82,88,88,81,82,91,0,89,0,88,84,83,83,87,97,80,82,0,87,91
0,0,73,0,76,91,0,0,0,0,0,0,0,0,0,0,84,75,0,0,0,0,0,84,86
94,96,83,0,94,88,93,93,92,96,89,0,93,0,91,97,90,91,84,96,90,94,0,94,92
76,75,0,80,0,83,93,74,92,99,76,82,73,81,71,70,69,0,87,0,67,67,80,84,74
72,77,0,81,0,76,66,79,75,91,68,0,68,86,70,71,95,83,85,84,79,82,75,83,78
0,0,0,0,0,0,0,0,0,0,0,0,59,0,75,60,0,71,0,0,0,0,0,0,0
0,91,70,0,85,88,0,0,77,90,0,0,93,0,80,91,100,92,0,0,0,0,0,81,92
0,89,77,0,80,86,0,0,62,91,0,0,85,0,67,84,79,83,0,0,0,0,0,72,70
86,80,0,81,0,61,71,84,74,0,76,87,64,64,70,80,93,80,79,91,85,84,75,73,74
0,0,69,0,87,90,0,0,0,0,0,0,0,0,0,0,94,74,0,0,0,0,0,68,71
82,86,0,79,0,92,68,85,60,86,73,0,67,84,60,65,91,86,80,0,76,77,85,70,81
95,84,0,0,0,0,88,95,91,94,60,94,94,97,99,88,60,87,97,0,90,93,68,0,0
90,95,0,77,0,86,83,87,87,0,79,0,88,92,95,90,92,94,96,89,92,84,80,88,91
0,0,0,0,85,87,0,0,0,0,0,0,0,0,0,0,90,93,0,0,0,0,0,90,82
0,0,0,0,76,81,0,0,0,0,0,0,0,0,0,0,88,85,0,0,0,0,0,90,87
94,89,0,0,81,79,73,83,80,96,83,0,84,0,92,83,88,95,85,85,76,74,0,81,75
0,95,0,0,94,91,0,0,85,90,0,0,93,0,89,95,90,98,0,0,0,0,0,80,90
0,0,0,0,79,67,0,0,0,0,0,0,0,0,0,0,70,79,0,0,0,0,0,74,84
0,89,0,0,82,82,0,0,76,88,0,0,80,0,79,83,63,85,0,0,0,0,0,79,76
71,93,0,0,0,91,78,70,84,0,72,83,70,62,91,83,97,86,89,87,77,76,77,73,81
0,94,85,0,88,90,95,91,95,79,87,0,91,0,90,92,85,93,84,0,92,88,0,83,85
0,96,0,0,95,0,0,86,88,0,0,0,93,0,90,94,100,97,0,93,75,84,0,94,99
0,0,0,0,86,92,0,0,0,0,0,0,0,0,0,0,80,84,0,0,0,0,0,80,82
90,90,0,76,0,94,77,80,92,100,80,90,88,97,90,87,95,85,88,0,85,88,75,91,92
0,93,77,0,0,0,0,0,80,90,0,0,73,0,89,92,100,83,0,0,0,0,0,72,82
71,0,87,0,77,70,80,83,68,0,67,0,69,0,80,73,72,89,82,0,62,62,0,82,72
87,78,77,0,92,80,82,89,83,94,92,0,75,0,66,86,82,83,83,0,85,88,0,75,87
87,84,0,81,0,75,67,92,85,98,79,0,79,92,89,88,66,0,78,97,84,88,81,0,0
72,85,0,0,0,95,72,94,76,99,77,86,74,96,74,89,96,0,67,94,67,84,65,63,70
0,92,84,0,93,94,0,0,81,91,0,0,90,0,84,93,100,92,0,0,0,0,0,68,77
0,92,0,81,0,61,87,92,92,100,86,98,93,97,94,96,96,91,88,99,98,88,85,91,94
87,96,0,81,0,89,87,95,91,0,91,94,94,90,98,87,91,78,94,0,97,98,82,85,93
0,0,75,0,66,90,0,0,0,0,0,0,0,0,0,0,76,85,0,0,0,0,0,94,84
0,88,0,0,0,0,0,0,75,88,0,0,83,0,66,82,0,85,0,0,0,0,0,78,83
95,96,71,0,0,0,74,82,85,92,83,0,82,0,95,89,82,85,95,89,90,94,0,91,98
0,0,0,0,79,84,0,0,0,0,0,0,0,0,0,0,78,86,0,0,0,0,0,87,80
84,73,0,71,0,65,64,79,70,0,76,83,77,71,79,68,73,79,91,0,74,73,75,67,74
0,0,0,0,79,84,0,0,0,0,0,0,0,0,0,0,97,89,0,0,0,0,0,85,74
0,0,77,0,79,84,0,0,0,0,0,0,0,0,0,0,83,82,0,0,0,0,0,68,72
81,73,0,79,0,85,77,92,79,0,73,87,74,80,88,74,85,70,85,0,92,81,84,61,78
76,71,0,70,0,67,61,75,72,0,69,71,87,83,74,75,87,85,81,74,73,62,68,90,84
91,0,83,0,84,86,74,87,79,89,80,0,86,0,74,77,94,88,76,91,84,87,0,78,73
0,93,74,0,79,85,0,0,86,90,0,0,95,0,86,87,90,80,0,0,0,0,0,83,91
97,97,0,85,0,99,86,99,86,0,84,93,94,97,94,88,92,95,77,85,82,87,95,91,97
80,86,78,0,76,63,85,92,80,96,86,0,83,0,90,86,93,86,91,0,95,93,0,84,84
95,94,0,84,0,94,87,94,94,100,90,96,93,96,94,89,94,0,87,0,92,88,87,91,88
