人工智能,大学物理II-2,大学英语i,大学英语iii1,大学计算机iii,工程制图,形式语言与编译,操作系统原理i,数字逻辑电路,数学建模ii,数据库系统,数理逻辑,概率统计与随机过程,模拟电子技术基础,电路,离散数学a,程序设计基础,线性代数与解析几何,编译器设计专题实验,计算机图形学,计算机组成,计算机网络原理,软件工程,高等数学I-1,高等数学I-2
0,85,80,0,0,0,0,0,83,88,0,0,94,0,89,91,90,92,0,0,0,0,0,88,76
73,86,78,0,81,60,74,83,73,0,78,0,79,0,84,78,76,84,73,73,68,84,0,84,85
0,0,0,0,88,65,68,0,79,84,80,0,83,0,81,80,92,85,85,0,0,0,61,77,85
0,97,73,0,82,91,0,0,95,96,0,0,96,0,95,94,93,95,0,0,0,0,0,87,95
80,84,74,0,88,70,61,69,65,86,73,0,74,0,94,93,90,84,71,68,76,66,0,85,70
0,0,84,0,86,92,0,0,0,0,0,0,0,0,0,0,99,100,0,0,0,0,0,89,94
0,70,0,82,0,70,66,85,70,86,62,0,71,82,77,82,82,84,82,79,73,75,80,81,87
0,0,82,0,88,96,0,0,0,0,0,0,0,0,0,0,94,94,0,0,0,0,0,99,89
0,93,0,0,81,91,0,0,87,97,0,0,93,0,96,93,96,95,0,0,0,0,0,81,86
89,95,0,0,0,88,0,87,80,0,89,0,0,98,97,93,91,94,85,79,81,87,96,95,91
65,91,78,0,82,74,77,90,80,88,78,0,81,0,87,85,92,89,73,0,63,65,0,76,84
83,61,0,71,0,67,73,81,78,0,70,0,64,78,61,83,94,71,85,0,81,79,69,61,65
85,84,86,0,83,75,72,84,64,95,78,0,83,0,83,78,92,78,90,0,72,72,0,73,69
0,89,0,0,87,94,91,89,94,0,87,0,94,0,94,95,94,98,82,96,81,82,0,94,89
73,91,0,0,0,93,73,86,76,93,78,0,80,0,74,85,91,94,83,74,72,71,0,88,78
80,81,0,80,0,91,83,84,80,96,90,0,85,86,96,75,92,95,87,98,94,81,81,79,90
0,82,0,0,0,92,75,86,83,0,65,0,81,89,61,83,95,88,80,83,86,90,93,87,84
0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,85,91
87,78,78,0,87,77,72,84,74,91,81,0,62,0,76,75,86,68,81,0,80,84,0,66,65
85,92,78,0,0,0,77,94,83,91,73,0,73,0,88,93,97,81,86,0,93,87,82,86,91
0,0,83,0,79,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,94,95
88,82,0,0,0,81,67,93,79,84,75,80,81,90,76,95,94,94,80,86,75,73,90,89,92
92,94,76,0,84,87,87,85,85,87,88,0,83,0,93,92,82,88,100,0,80,84,0,79,80
0,79,83,0,87,88,68,85,77,83,74,0,76,0,87,77,92,95,72,80,75,79,0,94,90
0,92,0,0,84,84,0,0,74,89,0,0,79,0,86,86,96,95,0,0,0,0,0,84,84
0,0,0,0,85,94,0,0,0,0,0,0,0,0,0,0,92,90,0,0,0,0,0,87,82
0,96,83,0,85,95,77,97,97,89,93,0,96,100,95,0,91,91,83,93,92,94,0,92,90
0,81,0,77,0,75,78,93,81,0,76,81,74,84,90,84,0,87,85,69,84,80,68,0,0
0,71,0,0,0,0,70,0,0,0,0,0,69,0,67,78,0,76,0,0,0,0,0,0,0
77,60,0,73,0,75,63,78,69,0,70,74,60,66,62,60,71,79,79,87,76,74,75,65,66
90,95,0,0,0,85,80,85,83,99,78,92,90,97,76,99,95,96,88,89,84,87,89,97,92
0,63,0,0,0,61,76,60,60,0,72,0,54,0,60,83,0,87,75,70,60,0,0,0,0
79,73,79,0,92,82,88,81,88,88,86,0,79,0,92,87,97,85,89,97,87,68,72,78,65
68,65,0,75,0,70,60,69,62,0,63,76,65,60,60,63,81,70,81,0,64,61,67,61,60
91,88,82,0,83,83,78,92,89,91,86,0,85,0,89,86,84,80,90,86,85,96,0,81,73
0,96,79,0,93,92,0,0,79,95,0,0,88,0,95,93,98,88,0,0,0,0,0,86,87
0,83,71,0,80,76,0,0,72,90,0,0,74,0,81,74,85,76,0,0,0,0,0,73,62
0,0,71,0,68,63,0,0,0,0,0,0,0,0,0,0,66,81,0,0,0,0,0,75,63
65,84,0,76,0,79,74,77,84,92,76,0,71,88,84,87,91,0,73,87,80,80,63,77,83
0,95,0,0,0,0,0,0,82,94,0,0,85,0,93,90,97,95,0,0,0,0,0,88,87
61,76,76,0,71,75,54,60,62,86,61,0,46,0,76,70,60,85,0,82,50,57,0,91,70
0,85,0,0,0,83,84,90,92,98,85,0,78,95,92,85,96,95,83,91,88,89,85,96,92
60,52,0,71,0,45,33,60,60,0,46,0,68,62,60,63,71,61,80,0,62,60,63,60,68
0,0,81,0,0,0,0,90,89,84,81,0,94,0,97,89,83,91,82,0,91,88,0,89,94
0,93,0,0,0,97,94,97,81,90,88,0,97,94,94,98,94,99,84,83,92,97,83,96,99
86,88,0,85,0,95,63,87,73,90,80,0,80,76,80,87,87,95,85,87,60,63,86,86,91
86,79,0,0,0,83,64,87,86,0,79,83,80,75,91,67,88,87,90,87,83,79,81,81,74
92,93,0,77,0,89,82,90,92,0,83,94,91,76,93,87,90,85,82,0,91,94,86,77,87
80,73,80,0,90,89,89,82,73,78,85,0,80,0,88,88,85,81,82,0,77,73,0,78,71
0,0,84,0,75,96,0,0,0,0,0,0,0,0,0,0,92,84,0,0,0,0,0,88,85
86,77,0,0,83,70,80,92,74,87,75,0,73,0,85,77,84,74,81,74,78,88,0,85,75
93,98,0,85,0,92,85,94,90,0,87,90,81,67,88,85,92,92,90,95,94,87,88,88,94
82,86,78,0,87,89,77,83,73,83,79,0,70,0,90,81,86,92,87,0,84,80,0,84,78
0,0,77,0,61,80,0,0,0,0,0,0,0,0,0,0,80,86,0,0,0,0,0,70,75
0,77,0,0,75,41,55,61,40,0,61,0,55,0,70,79,0,60,64,0,29,65,0,0,0
85,87,78,0,85,96,82,90,81,93,79,0,63,0,87,83,97,81,83,91,85,81,0,74,82
0,95,86,0,87,94,0,0,91,94,0,0,97,0,95,93,86,94,0,0,0,0,0,91,89
91,78,0,0,73,72,0,74,71,75,76,0,68,0,71,67,60,84,87,0,81,86,0,78,80
81,0,0,0,72,0,64,0,0,0,0,0,0,0,0,0,74,0,74,0,0,66,0,0,0
0,85,81,0,92,77,0,0,35,0,0,0,32,0,59,73,99,91,0,0,0,0,0,85,78
67,82,77,0,86,66,85,80,72,85,83,0,80,0,73,79,80,86,77,0,69,74,0,90,80
93,67,0,0,0,66,64,83,74,0,75,82,62,69,65,70,87,79,86,94,82,79,83,69,62
82,77,0,0,0,0,0,85,64,80,81,0,74,0,66,81,0,68,82,0,64,82,0,0,0
76,85,0,78,0,88,75,88,84,0,73,0,61,87,82,78,89,86,76,0,85,77,81,83,78
70,75,0,81,0,80,69,75,76,0,67,89,83,71,94,78,93,91,83,94,85,61,78,90,84
80,50,0,83,0,60,61,72,71,0,75,74,71,63,60,77,90,70,80,83,68,63,80,69,72
71,92,70,0,72,88,80,87,84,93,79,0,77,0,96,88,84,82,79,88,82,76,0,82,76
83,90,0,76,0,81,70,83,77,0,81,0,90,78,94,89,92,87,87,89,89,69,80,81,90
0,94,87,0,97,92,93,90,97,89,86,0,97,0,95,93,97,98,74,83,86,82,0,0,0
0,83,86,0,0,0,0,85,82,90,63,0,60,0,83,82,100,78,82,0,0,0,0,82,80
0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,43,0
80,0,72,0,94,90,85,83,81,80,82,0,81,0,72,83,70,87,87,0,71,85,0,80,89
0,0,82,0,74,90,0,0,0,0,0,0,0,0,0,0,95,84,0,0,0,0,0,88,93
0,92,78,0,0,0,0,0,94,97,0,0,96,0,96,95,100,93,0,0,0,0,0,83,86
93,0,80,0,90,84,74,85,80,0,81,0,78,0,91,83,90,83,82,91,71,80,0,75,86
0,0,0,0,80,73,0,0,0,0,0,0,0,0,0,0,79,94,0,0,0,0,0,87,83
0,76,0,71,0,87,76,74,78,91,70,79,61,95,74,81,85,0,72,85,65,67,68,86,78
0,66,0,0,0,86,60,75,77,88,70,81,67,70,69,68,90,73,82,0,78,73,77,69,68
0,0,66,0,60,61,0,0,0,0,0,0,0,0,0,0,80,60,0,0,0,0,0,75,74
62,68,0,81,0,77,63,63,60,61,76,76,76,66,60,76,82,64,75,0,61,67,70,75,71
0,88,0,78,0,70,67,82,82,97,72,95,88,93,77,77,87,80,70,89,76,74,71,79,82
91,0,77,0,92,95,81,83,89,96,84,0,76,0,94,86,91,94,89,0,89,97,0,86,97
73,85,0,73,0,76,62,70,65,0,61,79,69,85,76,84,80,71,80,72,61,80,64,69,95
87,87,0,78,0,70,84,97,72,0,80,78,83,79,74,84,90,88,71,72,67,79,86,86,92
76,85,0,0,86,93,86,92,78,92,85,0,94,0,87,88,85,73,79,89,80,75,0,82,83
65,61,0,69,0,83,66,74,72,0,63,0,61,71,71,84,89,78,83,62,60,62,78,68,87
91,82,0,57,0,66,64,85,65,78,77,0,62,72,77,66,85,85,86,68,78,82,85,76,84
70,89,0,81,0,69,73,81,83,94,78,0,69,86,79,82,83,90,66,98,73,77,77,74,74
93,100,0,0,92,95,91,90,92,83,84,0,88,0,98,95,90,96,90,0,88,90,0,82,91
71,62,0,73,0,60,60,61,65,0,67,68,60,74,60,75,86,71,70,87,60,60,63,70,62
0,90,75,0,66,78,0,0,75,92,0,0,78,0,81,90,99,94,0,0,0,0,0,74,85
85,87,0,81,0,84,80,90,81,0,79,91,85,94,85,79,91,89,77,87,91,76,74,90,80
0,92,0,0,96,79,0,0,78,92,0,0,74,0,82,79,97,91,0,0,0,0,0,78,76
83,78,0,74,0,62,61,82,67,0,71,79,71,87,80,80,0,92,85,75,72,77,76,0,0
90,92,75,0,92,76,83,96,88,99,85,0,94,0,92,88,83,82,88,0,93,92,0,87,87
98,93,0,87,0,90,88,92,91,0,88,97,96,98,99,81,93,85,89,100,94,89,96,81,91
87,91,71,0,75,68,81,85,90,88,82,0,81,0,89,80,94,90,69,77,89,91,0,91,92
0,84,79,0,75,78,0,0,87,95,0,0,80,0,73,77,87,93,0,0,0,0,0,74,71
94,93,0,81,0,95,79,86,76,0,76,0,90,92,94,84,85,97,88,0,78,81,81,96,93
0,0,0,0,77,88,0,0,0,0,0,0,0,0,0,0,99,90,0,0,0,0,0,81,80
85,85,0,86,0,83,70,90,83,0,67,97,93,81,95,0,77,83,88,97,92,84,80,0,0
0,0,84,0,93,96,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,95,99
86,82,0,0,0,70,65,90,68,0,81,0,81,90,93,76,96,86,75,0,89,84,86,84,89
0,0,74,0,76,87,0,0,0,0,0,0,0,0,0,0,73,95,0,0,0,0,0,83,73
0,0,78,0,52,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,37,0
0,85,75,0,0,0,0,90,89,93,84,0,87,0,88,85,99,91,85,0,85,75,0,87,85
0,81,80,0,96,80,71,88,77,87,89,0,81,0,89,83,83,89,70,0,83,83,0,85,84
84,94,0,85,0,84,78,85,87,0,79,90,79,94,84,86,86,0,85,95,85,90,76,90,86
92,89,0,84,0,83,81,94,74,88,82,86,82,86,73,81,89,88,89,92,86,93,84,89,84
0,85,0,89,0,94,67,0,67,0,0,85,86,89,90,0,0,87,88,0,0,0,0,0,0
87,0,64,0,88,93,60,78,85,90,81,0,72,0,83,86,92,83,69,86,62,74,0,91,73
0,89,0,0,91,82,0,0,76,94,0,0,86,0,96,91,75,99,0,0,0,0,0,86,83
60,51,77,0,62,60,45,65,62,79,66,0,31,0,55,53,47,75,77,0,47,60,0,43,46
79,79,0,86,0,83,74,87,70,97,84,84,74,60,86,73,91,0,67,96,78,83,91,82,76
90,93,72,0,0,0,71,92,77,94,82,0,86,0,94,91,95,88,85,0,73,87,0,91,93
70,61,0,69,0,73,60,82,61,0,66,68,70,70,78,73,83,64,79,76,78,70,63,73,68
93,92,86,0,95,94,89,89,82,91,86,0,87,0,96,92,73,91,84,98,86,96,0,86,88
0,94,69,0,90,91,0,0,85,94,0,0,87,0,93,96,94,96,0,0,0,0,0,85,81
0,83,73,0,0,0,0,0,86,94,0,0,95,0,98,92,97,96,0,0,0,0,0,88,97
0,83,83,0,82,72,0,0,67,82,0,0,76,0,63,76,100,92,0,0,0,0,0,80,68
0,90,0,0,82,91,0,0,87,97,0,0,94,0,88,93,76,99,0,0,0,0,0,87,82
0,81,88,0,92,84,0,0,76,93,0,0,71,0,68,89,100,85,0,0,0,0,0,79,63
0,82,87,0,70,77,0,0,70,0,0,0,55,0,77,75,83,83,0,0,0,0,0,75,75
0,0,80,0,86,80,0,0,64,95,0,0,92,0,71,91,87,92,0,0,0,0,0,87,82
76,75,77,0,83,95,70,79,61,73,83,0,65,0,70,81,93,82,80,0,76,79,0,78,85
83,77,81,0,0,92,72,79,90,90,83,0,79,0,79,79,98,92,84,90,83,82,0,70,81
0,0,0,0,73,77,0,0,0,0,0,0,0,0,0,0,66,85,0,0,0,0,0,88,80
90,95,0,80,0,0,81,85,95,0,72,90,94,92,97,88,88,0,97,94,88,89,68,86,97
87,0,0,0,0,0,60,86,72,0,60,82,0,74,62,0,0,0,91,0,73,76,78,0,0
86,86,0,0,0,72,80,94,87,0,75,0,88,85,87,88,80,85,90,0,69,91,70,76,84
0,35,69,0,63,85,0,0,10,0,0,0,14,0,40,47,60,60,0,0,0,0,0,60,0
0,89,0,79,0,97,83,86,89,96,74,0,91,88,86,89,91,0,74,87,86,84,62,92,88
0,80,75,0,87,77,72,78,75,96,78,0,72,0,77,80,87,69,74,80,76,68,0,69,74
0,94,81,0,85,70,0,0,81,91,0,0,95,0,91,94,90,96,0,0,0,0,0,90,90
71,0,0,0,0,0,0,0,62,65,60,61,0,0,64,0,0,0,68,0,0,60,60,0,0
87,95,0,79,0,67,78,92,85,0,78,93,87,67,99,88,87,95,89,87,91,89,78,90,96
91,95,0,84,0,91,81,86,82,98,82,90,84,98,90,87,93,94,88,89,77,77,89,94,90
89,96,0,76,0,0,80,87,83,99,89,0,90,93,97,89,98,93,87,92,89,90,84,0,0
96,100,83,0,0,0,91,97,88,95,87,0,96,0,100,99,98,99,89,0,92,94,0,93,97
92,0,77,0,74,82,80,83,73,0,83,0,73,0,79,83,87,93,80,66,83,75,0,85,75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,60,0,0,0,0,0,0,0
0,86,0,80,0,86,74,87,75,0,62,0,76,89,83,0,77,89,79,76,67,78,83,0,0
60,95,0,0,0,86,80,60,93,95,76,94,91,86,91,91,92,97,77,85,76,69,87,86,89
0,0,0,0,78,66,0,0,0,0,0,0,0,0,0,0,62,83,0,0,0,0,0,75,66
64,61,0,77,0,60,60,62,75,0,67,71,60,66,72,64,87,71,85,0,60,60,63,69,69
0,80,0,0,0,84,0,0,81,93,0,0,70,0,82,88,99,0,0,0,0,0,0,0,68
75,83,80,0,0,0,0,90,77,0,67,0,80,0,82,84,0,96,82,0,91,84,0,77,89
76,92,80,0,82,90,72,84,83,0,80,0,83,0,86,83,91,89,85,0,78,68,0,85,82
0,54,0,0,0,39,20,37,63,0,20,0,40,0,50,74,83,74,0,73,20,68,45,81,62
0,85,0,0,91,64,76,80,80,84,82,0,77,0,90,88,94,81,71,0,81,89,0,83,77
88,84,80,0,73,80,90,84,80,91,83,0,76,0,79,93,72,87,82,0,77,87,0,75,71
0,0,0,0,79,85,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,92,93
88,71,82,0,90,74,82,78,80,78,83,0,82,0,64,69,94,83,80,89,83,81,0,78,67
0,79,0,79,0,78,73,78,70,93,80,81,75,83,77,78,72,79,85,78,70,82,91,82,80
94,94,0,89,0,0,92,93,89,100,95,99,78,100,80,88,96,89,82,0,97,96,84,0,0
88,84,0,81,0,88,71,80,78,77,67,0,85,90,70,70,89,93,82,0,61,62,86,76,82
90,90,0,76,0,77,88,93,89,0,93,0,83,74,76,86,89,95,90,99,99,95,91,83,88
91,89,69,0,85,81,69,94,80,87,78,0,81,0,85,79,82,78,73,89,88,83,0,86,71
0,0,78,0,88,88,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,84,79
0,62,0,0,0,0,31,0,27,62,0,0,26,65,76,62,0,12,65,0,0,0,0,63,65
0,96,0,0,87,86,88,94,90,94,90,0,92,0,92,94,81,95,91,98,92,94,0,90,91
0,0,0,0,85,71,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,92,95
67,76,83,0,90,85,63,66,77,0,80,0,84,0,83,81,92,80,0,69,80,60,0,90,82
91,84,0,81,0,85,81,83,89,0,77,85,73,70,83,87,90,83,85,84,91,92,83,78,83
89,96,84,0,82,91,91,92,89,91,92,0,89,0,94,96,94,93,89,95,88,93,82,78,86
74,58,0,85,0,67,62,69,72,0,69,68,60,63,60,66,78,60,75,0,63,61,73,67,61
91,97,0,78,0,0,82,87,76,0,83,96,90,88,93,97,97,97,99,96,92,89,80,92,95
0,68,0,73,0,77,62,83,73,0,68,82,63,61,61,73,90,77,87,78,76,61,68,71,61
0,71,79,0,82,71,0,0,75,85,0,0,64,0,66,71,77,84,0,0,0,0,0,77,73
96,94,0,0,0,92,86,91,91,95,93,0,97,93,93,0,83,96,90,98,99,97,85,0,0
82,84,0,89,0,77,70,87,81,0,74,93,86,85,77,91,96,85,76,98,79,90,69,81,75
95,94,0,82,0,86,88,93,94,100,93,0,96,98,98,93,99,94,79,90,88,93,91,95,94
0,83,0,0,0,0,69,78,0,0,66,0,74,0,66,87,0,85,84,79,58,60,0,0,0
91,94,0,87,0,92,90,90,92,0,78,90,92,85,96,91,96,94,90,95,97,95,90,91,92
93,91,83,0,0,85,79,93,92,94,84,0,89,0,92,89,100,90,84,0,97,95,0,88,99
0,77,0,0,0,0,0,0,66,0,0,0,0,85,84,0,0,0,0,0,0,0,0,0,0
0,79,79,0,78,88,0,0,61,91,0,0,69,0,81,85,86,94,0,0,0,0,0,87,76
89,92,72,0,0,0,85,87,86,96,82,0,89,0,87,86,92,83,82,95,84,78,0,90,94
86,70,0,91,0,92,69,86,82,0,80,88,87,73,81,73,86,77,96,93,85,77,83,72,72
82,71,0,79,0,71,79,76,69,0,70,81,75,60,63,69,88,84,87,92,74,75,78,86,76
0,0,0,0,87,79,0,0,0,0,0,0,0,0,0,0,95,93,0,0,0,0,0,92,93
93,96,0,74,0,96,88,84,92,0,83,95,92,91,87,95,100,0,67,0,92,88,85,93,95
0,81,80,0,66,89,87,92,75,0,81,0,76,0,83,94,67,81,80,87,84,95,0,88,77
90,76,0,66,0,81,83,87,83,86,66,0,77,80,90,66,77,81,81,0,72,80,81,81,84
0,73,0,79,0,94,81,84,70,80,80,0,76,85,70,75,83,78,79,70,69,77,78,69,84
81,76,78,0,89,91,85,85,83,95,85,0,80,0,75,76,82,74,86,95,85,92,0,77,70
0,0,0,0,81,83,0,0,0,0,0,0,0,0,0,0,99,86,0,0,0,0,0,91,90
80,80,0,78,0,71,76,78,77,0,72,79,81,82,83,73,88,91,79,76,62,77,80,67,90
0,80,0,0,0,0,0,81,80,85,67,0,0,63,78,0,0,0,0,0,0,81,80,0,0
66,60,0,78,0,72,75,63,77,78,69,76,60,60,61,69,86,67,79,0,84,70,68,73,68
88,73,0,80,0,65,77,83,63,87,72,81,71,82,87,82,88,79,87,95,88,75,75,78,73
0,94,72,0,91,92,0,0,75,95,0,0,91,0,80,92,94,90,0,0,0,0,0,73,88
0,83,85,0,91,73,0,0,76,0,0,0,73,0,81,86,100,90,0,0,0,0,0,79,86
0,0,76,0,80,91,0,0,0,0,0,0,0,0,0,0,95,88,0,0,0,0,0,81,90
83,74,0,78,0,80,76,78,80,0,75,0,85,78,75,72,85,78,88,0,69,85,81,74,75
86,87,0,75,0,75,79,85,80,90,80,84,85,77,94,75,89,91,93,0,86,83,84,77,88
89,94,0,81,0,0,74,86,84,93,76,81,79,85,74,84,95,90,89,0,86,84,70,0,0
92,72,0,74,0,75,63,74,82,75,72,78,85,84,86,80,70,70,79,91,87,70,64,70,72
0,0,76,0,93,92,0,0,0,0,0,0,0,0,0,0,99,100,0,0,0,0,0,93,95
0,0,71,0,67,80,0,0,0,0,0,0,0,0,0,0,60,75,0,0,0,0,0,63,75
87,100,83,0,92,95,80,85,85,94,83,0,88,0,95,92,99,90,74,86,76,83,0,82,93
90,91,0,71,0,84,80,89,88,0,88,91,91,88,93,95,90,90,87,0,94,92,84,85,91
0,77,0,74,0,60,60,78,74,67,60,0,62,76,80,71,79,84,80,74,65,60,73,86,93
0,0,70,0,74,73,0,0,0,0,0,0,0,0,0,0,76,60,0,0,0,0,0,78,75
0,97,0,0,0,98,0,0,0,94,0,0,94,0,91,91,97,95,0,0,0,0,0,78,93
0,93,80,0,91,96,0,0,84,89,0,0,94,0,99,93,99,97,0,0,0,0,0,89,93
0,97,0,87,0,96,87,96,83,0,74,98,93,99,94,88,98,96,85,91,86,89,83,95,99
81,68,0,0,0,0,65,88,83,0,66,0,65,78,69,74,0,78,77,93,74,72,61,0,0
93,85,0,82,0,88,83,94,76,95,75,88,88,90,93,79,93,83,80,0,90,86,90,84,83
68,83,0,80,0,0,64,80,80,0,79,77,70,76,78,85,93,80,80,0,83,76,72,0,0
82,78,78,0,78,71,77,83,74,94,79,0,75,0,74,80,85,68,87,0,84,81,0,74,78
86,75,0,74,0,67,61,86,73,91,66,0,64,74,62,72,78,84,79,0,68,74,81,63,23
87,76,0,0,86,78,84,75,83,83,76,0,74,0,76,67,77,83,71,86,76,75,0,83,85
0,89,0,0,80,91,0,0,84,93,0,0,82,0,90,83,97,94,0,0,0,0,0,85,70
0,0,0,0,79,77,0,0,0,0,0,0,0,0,0,0,92,88,0,0,0,0,0,86,82
93,98,0,0,93,98,71,85,95,94,94,0,97,0,100,94,94,88,93,88,85,92,0,88,88
0,84,0,76,0,80,70,77,79,96,72,0,81,76,77,85,79,93,62,74,66,84,61,81,76
69,76,0,77,0,64,60,67,60,0,60,65,73,63,68,69,78,61,85,0,62,64,67,69,65
86,80,0,77,0,82,85,89,87,87,85,91,81,82,74,87,94,83,88,99,88,93,89,76,69
71,65,0,0,0,65,60,64,60,0,61,78,72,67,63,70,0,86,79,71,70,60,79,0,0
0,0,83,0,78,94,0,0,0,0,0,0,0,0,0,0,88,94,0,0,0,0,0,84,85
0,85,0,76,0,61,65,82,79,0,67,0,74,97,81,78,73,87,80,80,68,69,78,72,96
0,65,0,0,0,72,60,60,0,0,0,0,0,72,65,60,0,0,0,0,78,69,0,0,0
0,96,86,0,89,76,88,98,89,96,85,0,95,98,94,0,97,93,84,94,89,96,0,84,91
95,84,0,77,0,75,73,90,87,0,75,92,83,91,95,70,74,86,87,88,83,87,83,72,89
0,86,84,0,82,92,0,0,78,92,0,0,80,0,91,90,90,94,0,0,0,0,0,82,80
97,82,0,0,0,86,78,87,69,94,88,83,68,76,67,77,96,75,77,99,93,88,80,78,79
72,97,0,0,0,80,60,63,60,0,66,65,60,85,72,60,60,67,81,0,63,63,70,70,60
0,0,0,0,77,88,0,0,0,0,0,0,0,0,0,0,69,92,0,0,0,0,0,88,69
76,78,0,76,0,72,79,86,76,85,74,81,73,65,79,66,94,81,79,94,89,81,70,80,79
83,81,0,74,0,74,71,82,84,95,76,91,80,90,81,75,63,75,79,96,77,78,72,82,90
86,83,0,79,0,78,75,78,80,0,72,80,87,85,77,82,88,75,93,90,90,82,81,73,68
89,89,84,0,88,90,92,88,89,90,91,0,86,0,88,89,83,91,90,93,80,93,0,81,73
70,62,0,0,70,62,72,60,66,84,67,0,60,0,60,66,68,60,80,82,64,63,0,61,69
0,0,80,0,82,78,0,0,0,0,0,0,0,0,0,0,99,88,0,0,0,0,0,88,69
77,74,0,77,0,80,76,80,82,0,73,81,83,79,85,77,93,80,88,76,86,68,65,67,71
0,0,81,0,86,93,0,0,0,0,0,0,0,0,0,0,94,100,0,0,0,0,0,97,97
0,89,72,0,78,81,0,0,64,86,0,0,88,0,86,89,88,87,0,0,0,0,0,85,85
